id,slug,title,ministry,state,category,is_central,benefit_summary,rules_count,docs_count,application_url,description,last_verified_at
72,andhra-pradesh-phase-2-fisheries-pond-biofloc-support,Andhra Pradesh Phase-2 Fisheries Pond & Biofloc Support,"Department of Agriculture & Farmers Welfare, Andhra Pradesh",Andhra Pradesh,Agriculture,0,Fisheries Pond & Biofloc Support,3,3,https://serviceonline.gov.in/andhra-pradesh,"Capital grant for biofloc fish farming, fingerling supply, and aerators. Implemented by Andhra Pradesh government for citizen welfare.",2026-08-01
73,andhra-pradesh-phase-2-soil-health-organic-farming-mission,Andhra Pradesh Phase-2 Soil Health & Organic Farming Mission,"Department of Agriculture & Farmers Welfare, Andhra Pradesh",Andhra Pradesh,Agriculture,0,Soil Health & Organic Farming Mission,3,3,https://serviceonline.gov.in/andhra-pradesh,Free soil nutrient testing kit and bio-compost financial top-up grant. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
74,andhra-pradesh-phase-2-farm-mechanization-rotavator-subsidy,Andhra Pradesh Phase-2 Farm Mechanization & Rotavator Subsidy,"Department of Agriculture & Farmers Welfare, Andhra Pradesh",Andhra Pradesh,Agriculture,0,Farm Mechanization & Rotavator Subsidy,3,3,https://serviceonline.gov.in/andhra-pradesh,"Up to 50% subsidy on modern harvesters, rotavators, and custom hiring centers. Implemented by Andhra Pradesh government for citizen welfare.",2026-08-01
75,andhra-pradesh-phase-2-post-matric-merit-scholarship,Andhra Pradesh Phase-2 Post-Matric Merit Scholarship,"Department of Higher & School Education, Andhra Pradesh",Andhra Pradesh,Education,0,Post-Matric Merit Scholarship,3,4,https://serviceonline.gov.in/andhra-pradesh,Tuition fee waiver and maintenance stipend for higher collegiate education. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
76,andhra-pradesh-phase-2-free-digital-tablet-laptop-distribution,Andhra Pradesh Phase-2 Free Digital Tablet & Laptop Distribution,"Department of Higher & School Education, Andhra Pradesh",Andhra Pradesh,Education,0,Free Digital Tablet & Laptop Distribution,3,4,https://serviceonline.gov.in/andhra-pradesh,High-speed digital learning devices distributed to meritorious board students. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
77,andhra-pradesh-phase-2-competitive-exam-coaching-assistance,Andhra Pradesh Phase-2 Competitive Exam Coaching Assistance,"Department of Higher & School Education, Andhra Pradesh",Andhra Pradesh,Education,0,Competitive Exam Coaching Assistance,3,4,https://serviceonline.gov.in/andhra-pradesh,"100% sponsored classroom coaching for UPSC, PSC, JEE, and NEET exams. Implemented by Andhra Pradesh government for citizen welfare.",2026-08-01
78,andhra-pradesh-phase-2-girl-child-higher-education-incentive,Andhra Pradesh Phase-2 Girl Child Higher Education Incentive,"Department of Higher & School Education, Andhra Pradesh",Andhra Pradesh,Education,0,Girl Child Higher Education Incentive,3,4,https://serviceonline.gov.in/andhra-pradesh,Direct milestone grant upon enrolling in undergraduate degree programs. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
79,andhra-pradesh-phase-2-technical-polytechnic-skill-stipend,Andhra Pradesh Phase-2 Technical & Polytechnic Skill Stipend,"Department of Higher & School Education, Andhra Pradesh",Andhra Pradesh,Education,0,Technical & Polytechnic Skill Stipend,3,4,https://serviceonline.gov.in/andhra-pradesh,Monthly allowance for students pursuing diploma and industrial training. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
80,andhra-pradesh-phase-2-overseas-education-scholarship-for-ews,Andhra Pradesh Phase-2 Overseas Education Scholarship for EWS,"Department of Higher & School Education, Andhra Pradesh",Andhra Pradesh,Education,0,Overseas Education Scholarship for EWS,3,4,https://serviceonline.gov.in/andhra-pradesh,Educational loan interest subsidy for foreign universities. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
81,andhra-pradesh-phase-2-special-education-aid-for-divyang-students,Andhra Pradesh Phase-2 Special Education Aid for Divyang Students,"Department of Higher & School Education, Andhra Pradesh",Andhra Pradesh,Education,0,Special Education Aid for Divyang Students,3,4,https://serviceonline.gov.in/andhra-pradesh,"Assistive braille, hearing aids, and transport allowance for disabled students. Implemented by Andhra Pradesh government for citizen welfare.",2026-08-01
82,andhra-pradesh-phase-2-matru-kalyan-nutrition-dbt,Andhra Pradesh Phase-2 Matru Kalyan & Nutrition DBT,"Department of Women & Child Development, Andhra Pradesh",Andhra Pradesh,Women & Child,0,Matru Kalyan & Nutrition DBT,2,4,https://serviceonline.gov.in/andhra-pradesh,Conditional cash transfer across pregnancy trimesters and post-natal care. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
83,andhra-pradesh-phase-2-mahila-swavalamban-livelihood-grant,Andhra Pradesh Phase-2 Mahila Swavalamban Livelihood Grant,"Department of Women & Child Development, Andhra Pradesh",Andhra Pradesh,Women & Child,0,Mahila Swavalamban Livelihood Grant,2,4,https://serviceonline.gov.in/andhra-pradesh,Revolving seed fund for women Self-Help Groups (SHGs) to start enterprises. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
84,andhra-pradesh-phase-2-kanya-vivah-marriage-assistance,Andhra Pradesh Phase-2 Kanya Vivah & Marriage Assistance,"Department of Women & Child Development, Andhra Pradesh",Andhra Pradesh,Women & Child,0,Kanya Vivah & Marriage Assistance,2,4,https://serviceonline.gov.in/andhra-pradesh,Direct financial grant for marriage of daughters from economically weaker families. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
85,andhra-pradesh-phase-2-working-women-hostel-transport-subsidy,Andhra Pradesh Phase-2 Working Women Hostel & Transport Subsidy,"Department of Women & Child Development, Andhra Pradesh",Andhra Pradesh,Women & Child,0,Working Women Hostel & Transport Subsidy,2,4,https://serviceonline.gov.in/andhra-pradesh,Subsidized secure safe housing and monthly urban commute pass. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
86,andhra-pradesh-phase-2-single-mother-destitute-women-pension,Andhra Pradesh Phase-2 Single Mother & Destitute Women Pension,"Department of Women & Child Development, Andhra Pradesh",Andhra Pradesh,Women & Child,0,Single Mother & Destitute Women Pension,2,4,https://serviceonline.gov.in/andhra-pradesh,Monthly social security pension for widowed and abandoned women. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
87,andhra-pradesh-phase-2-sukanya-samriddhi-high-interest-top-up,Andhra Pradesh Phase-2 Sukanya Samriddhi High-Interest Top-Up,"Department of Women & Child Development, Andhra Pradesh",Andhra Pradesh,Women & Child,0,Sukanya Samriddhi High-Interest Top-Up,2,4,https://serviceonline.gov.in/andhra-pradesh,State government interest subsidy top-up on girl child savings accounts. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
88,andhra-pradesh-phase-2-universal-cashless-health-insurance,Andhra Pradesh Phase-2 Universal Cashless Health Insurance,"Department of Health & Family Welfare, Andhra Pradesh",Andhra Pradesh,Healthcare,0,Universal Cashless Health Insurance,2,3,https://serviceonline.gov.in/andhra-pradesh,Annual cashless hospitalization and surgical treatment cover in network hospitals. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
89,andhra-pradesh-phase-2-critical-illness-relief-fund-cancer-kidney,Andhra Pradesh Phase-2 Critical Illness Relief Fund (Cancer & Kidney),"Department of Health & Family Welfare, Andhra Pradesh",Andhra Pradesh,Healthcare,0,Critical Illness Relief Fund (Cancer & Kidney),2,3,https://serviceonline.gov.in/andhra-pradesh,"One-time financial relief grant for dialysis, chemotherapy, and heart surgery. Implemented by Andhra Pradesh government for citizen welfare.",2026-08-01
90,andhra-pradesh-phase-2-free-diagnostic-tests-medicine-scheme,Andhra Pradesh Phase-2 Free Diagnostic Tests & Medicine Scheme,"Department of Health & Family Welfare, Andhra Pradesh",Andhra Pradesh,Healthcare,0,Free Diagnostic Tests & Medicine Scheme,2,3,https://serviceonline.gov.in/andhra-pradesh,100% free prescription drugs and pathology tests at government clinics. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
91,andhra-pradesh-phase-2-senior-citizen-specialized-geriatric-care,Andhra Pradesh Phase-2 Senior Citizen Specialized Geriatric Care,"Department of Health & Family Welfare, Andhra Pradesh",Andhra Pradesh,Healthcare,0,Senior Citizen Specialized Geriatric Care,2,3,https://serviceonline.gov.in/andhra-pradesh,"Free cataract surgeries, hearing aids, and doorstep chronic care medicine. Implemented by Andhra Pradesh government for citizen welfare.",2026-08-01
92,andhra-pradesh-phase-2-emergency-accidental-trauma-insurance,Andhra Pradesh Phase-2 Emergency Accidental Trauma Insurance,"Department of Health & Family Welfare, Andhra Pradesh",Andhra Pradesh,Healthcare,0,Emergency Accidental Trauma Insurance,2,3,https://serviceonline.gov.in/andhra-pradesh,Immediate cashless golden-hour emergency trauma care coverage. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
93,andhra-pradesh-phase-2-old-age-social-security-pension,Andhra Pradesh Phase-2 Old Age Social Security Pension,"Department of Social Justice & Empowerment, Andhra Pradesh",Andhra Pradesh,Social Welfare,0,Old Age Social Security Pension,2,4,https://serviceonline.gov.in/andhra-pradesh,Monthly direct benefit transfer pension for elderly citizens aged 60 and above. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
94,andhra-pradesh-phase-2-divyangjan-disability-monthly-pension,Andhra Pradesh Phase-2 Divyangjan Disability Monthly Pension,"Department of Social Justice & Empowerment, Andhra Pradesh",Andhra Pradesh,Social Welfare,0,Divyangjan Disability Monthly Pension,2,4,https://serviceonline.gov.in/andhra-pradesh,Monthly financial support and motorized tricycle allowance for disabled persons. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
95,andhra-pradesh-phase-2-antyodaya-subsidized-food-security,Andhra Pradesh Phase-2 Antyodaya Subsidized Food Security,"Department of Social Justice & Empowerment, Andhra Pradesh",Andhra Pradesh,Social Welfare,0,Antyodaya Subsidized Food Security,2,4,https://serviceonline.gov.in/andhra-pradesh,Subsidized monthly ration of 35kg foodgrains for poorest-of-poor households. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
96,andhra-pradesh-phase-2-sanitation-workers-rehabilitation-grant,Andhra Pradesh Phase-2 Sanitation Workers Rehabilitation Grant,"Department of Social Justice & Empowerment, Andhra Pradesh",Andhra Pradesh,Social Welfare,0,Sanitation Workers Rehabilitation Grant,3,4,https://serviceonline.gov.in/andhra-pradesh,Capital subsidy and skill retraining for sanitary workers and sewer workers. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
97,andhra-pradesh-phase-2-tribal-livelihood-forest-produce-grant,Andhra Pradesh Phase-2 Tribal Livelihood & Forest Produce Grant,"Department of Social Justice & Empowerment, Andhra Pradesh",Andhra Pradesh,Social Welfare,0,Tribal Livelihood & Forest Produce Grant,3,4,https://serviceonline.gov.in/andhra-pradesh,Direct procurement support and value addition subsidy for minor forest produce. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
98,andhra-pradesh-phase-2-youth-apprenticeship-monthly-stipend,Andhra Pradesh Phase-2 Youth Apprenticeship Monthly Stipend,"Department of Skill Development & Employment, Andhra Pradesh",Andhra Pradesh,Employment & Skills,0,Youth Apprenticeship Monthly Stipend,3,3,https://serviceonline.gov.in/andhra-pradesh,Direct government stipend top-up for technical industrial apprenticeships. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
99,andhra-pradesh-phase-2-artisan-craftsman-modern-tool-kit-grant,Andhra Pradesh Phase-2 Artisan & Craftsman Modern Tool Kit Grant,"Department of Skill Development & Employment, Andhra Pradesh",Andhra Pradesh,Employment & Skills,0,Artisan & Craftsman Modern Tool Kit Grant,3,3,https://serviceonline.gov.in/andhra-pradesh,Free motorized toolkits and collateral-free micro credit for traditional artisans. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
100,andhra-pradesh-phase-2-rural-youth-driving-heavy-machinery-training,Andhra Pradesh Phase-2 Rural Youth Driving & Heavy Machinery Training,"Department of Skill Development & Employment, Andhra Pradesh",Andhra Pradesh,Employment & Skills,0,Rural Youth Driving & Heavy Machinery Training,3,3,https://serviceonline.gov.in/andhra-pradesh,100% sponsored commercial vehicle and excavator driver training. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
101,andhra-pradesh-phase-2-it-emerging-tech-bootcamp-voucher,Andhra Pradesh Phase-2 IT & Emerging Tech Bootcamp Voucher,"Department of Skill Development & Employment, Andhra Pradesh",Andhra Pradesh,Employment & Skills,0,IT & Emerging Tech Bootcamp Voucher,3,3,https://serviceonline.gov.in/andhra-pradesh,"Full tuition sponsorship for AI, Cloud, and Software certification bootcamps. Implemented by Andhra Pradesh government for citizen welfare.",2026-08-01
102,andhra-pradesh-phase-2-self-employment-micro-credit-guarantee,Andhra Pradesh Phase-2 Self-Employment Micro-Credit Guarantee,"Department of Skill Development & Employment, Andhra Pradesh",Andhra Pradesh,Employment & Skills,0,Self-Employment Micro-Credit Guarantee,3,3,https://serviceonline.gov.in/andhra-pradesh,Collateral-free subsidized loan up to ₹5 Lakh for starting local enterprises. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
103,andhra-pradesh-phase-2-pucca-house-construction-subsidy,Andhra Pradesh Phase-2 Pucca House Construction Subsidy,"Department of Housing & Urban Development, Andhra Pradesh",Andhra Pradesh,Housing,0,Pucca House Construction Subsidy,2,4,https://serviceonline.gov.in/andhra-pradesh,Direct installment financial grant for building disaster-resilient pucca home. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
104,andhra-pradesh-phase-2-rooftop-solar-green-energy-assistance,Andhra Pradesh Phase-2 Rooftop Solar & Green Energy Assistance,"Department of Housing & Urban Development, Andhra Pradesh",Andhra Pradesh,Housing,0,Rooftop Solar & Green Energy Assistance,2,4,https://serviceonline.gov.in/andhra-pradesh,Capital subsidy for grid-connected rooftop solar installation for homeowners. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
105,andhra-pradesh-phase-2-slum-rehabilitation-ews-flat-allocation,Andhra Pradesh Phase-2 Slum Rehabilitation & EWS Flat Allocation,"Department of Housing & Urban Development, Andhra Pradesh",Andhra Pradesh,Housing,0,Slum Rehabilitation & EWS Flat Allocation,2,4,https://serviceonline.gov.in/andhra-pradesh,Subsidized ownership allotment of 1BHK flats with basic civic amenities. Implemented by Andhra Pradesh government for citizen welfare.,2026-08-01
